Date	Hour	S1	S2	S3	S4	S5	S6	S7
01/01/2006	 0	67	72	74	76	71	71	77
01/01/2006	 1	67	72	74	76	72	71	77
01/01/2006	 2	67	72	74	76	72	71	77
01/01/2006	 3	68	72	74	76	71	71	77
01/01/2006	 4	68	72	74	76	72	71	77
01/01/2006	 6	68	72	74	76	72	71	77
01/01/2006	 7	68	72	74	76	72	71	77
01/01/2006	 8	68	72	74	76	72	71	77
01/01/2006	 9	68	72	74	76	72	71	77
01/01/2006	10	68	72	74	76	71	71	77
01/01/2006	11	68	72	74	77	72	71	77
01/01/2006	13	68	72	74	77	72	71	77
01/01/2006	14	68	72	74	77	71	71	77
01/01/2006	15	68	72	73	76	71	71	77
01/01/2006	16	68	72	74	77	71	71	77
01/01/2006	17	68	72	74	77	71	71	77
01/01/2006	18	68	72	74	77	71	71	77
01/01/2006	20	68	72	75	77	72	71	77
01/01/2006	21	68	72	75	77	71	71	77
01/01/2006	22	68	72	75	77	72	71	77
01/01/2006	23	68	72	75	77	72	71	77
01/02/2006	 0	68	72	75	77	72	71	77
01/02/2006	 1	68	72	75	77	72	71	77
01/02/2006	 2	68	72	75	77	72	71	77
01/02/2006	 3	68	72	75	77	72	71	77
01/02/2006	 4	68	72	75	77	72	71	77
01/02/2006	 5	68	72	75	77	71	71	77
01/02/2006	 6	68	72	75	77	71	71	77
01/02/2006	 7	68	72	75	77	72	71	77
01/02/2006	 8	68	72	75	77	72	71	77
01/02/2006	 9	68	72	75	77	71	71	77
01/02/2006	10	68	72	75	77	72	71	77
01/02/2006	11	68	72	75	77	72	71	77
01/02/2006	12	68	72	74	77	72	71	77
01/02/2006	13	68	72	74	77	72	71	77
01/02/2006	14	68	72	74	77	71	71	77
01/02/2006	15	68	72	74	77	72	71	77
01/02/2006	16	68	72	75	77	72	71	77
01/02/2006	17	68	72	75	77	72	71	77
01/02/2006	18	68	72	75	76	72	71	77
01/02/2006	19	68	72	75	76	71	71	77
01/02/2006	20	68	72	75	76	72	71	77
01/02/2006	22	68	72	75	76	72	71	77
01/02/2006	23	67	72	75	76	72	71	77
01/03/2006	 0	68	72	75	76	72	71	76
01/03/2006	 1	68	72	75	76	71	71	77
01/03/2006	 2	67	72	75	76	72	71	77
01/03/2006	 3	68	72	75	76	72	71	77
01/03/2006	 4	68	72	75	76	72	71	77
01/03/2006	 5	67	72	75	76	72	71	77
01/03/2006	 6	68	72	75	76	71	71	77
01/03/2006	 7	67	72	75	76	72	71	77
01/03/2006	 8	68	72	75	76	73	71	77
01/03/2006	 9	68	72	75	76	73	71	77
01/03/2006	10	68	72	73	76	73	70	77
01/03/2006	11	69	72	73	76	73	70	77
01/03/2006	13	69	72	73	77	73	71	77
01/03/2006	14	69	73	73	77	73	71	77
01/03/2006	15	69	72	73	76	73	72	77
01/03/2006	16	68	72	73	76	73	73	77
01/03/2006	17	68	72	73	76	73	73	77
01/03/2006	18	68	72	73	77	73	73	77
01/03/2006	20	67	72	74	76	73	72	77
01/03/2006	21	67	72	74	76	73	71	77
01/03/2006	22	67	72	74	76	73	71	77
01/03/2006	23	67	72	74	76	72	71	77
01/04/2006	 0	67	72	73	76	72	71	77
01/04/2006	 1	67	72	73	76	71	71	77
01/04/2006	 3	67	72	73	76	71	71	77
01/04/2006	 4	67	72	73	76	71	71	77
01/04/2006	 5	67	72	73	76	71	71	77
01/04/2006	 6	67	72	73	76	71	71	77
01/04/2006	 7	67	72	73	76	71	71	77
01/04/2006	 8	67	72	73	76	72	71	77
01/04/2006	 9	68	72	74	76	71	71	77
01/04/2006	11	68	72	72	76	73	71	77
01/04/2006	12	68	72	73	76	73	72	77
01/04/2006	13	68	71	73	76	72	72	77
01/04/2006	14	68	70	73	76	72	72	77
01/04/2006	15	68	70	73	76	71	72	77
01/04/2006	16	68	70	73	76	72	72	77
01/04/2006	18	68	70	73	76	72	73	77
01/04/2006	19	67	71	73	76	72	72	77
01/04/2006	20	67	71	74	76	72	72	77
01/04/2006	21	67	71	74	76	71	71	77
01/04/2006	22	67	71	74	76	71	71	77
01/04/2006	23	67	71	74	76	71	71	77
01/05/2006	 0	67	71	75	76	71	71	77
01/05/2006	 1	67	71	74	76	71	71	77
01/05/2006	 2	67	71	74	76	71	71	77
01/05/2006	 3	67	72	74	76	71	71	77
01/05/2006	 4	67	72	74	76	71	71	77
01/05/2006	 5	67	72	74	76	71	71	77
01/05/2006	 6	67	72	74	76	71	71	77
01/05/2006	 7	67	72	74	76	71	71	77
01/05/2006	 8	67	72	74	76	71	71	77
01/05/2006	10	67	72	73	76	72	70	77
01/05/2006	11	68	72	74	77	72	71	77
01/05/2006	12	68	72	73	77	72	71	77
01/05/2006	13	69	72	74	77	72	72	76
01/05/2006	14	69	73	73	77	73	73	77
01/05/2006	15	69	73	73	77	70	73	78
01/05/2006	16	69	73	73	77	71	73	78
01/05/2006	17	69	72	73	77	71	72	77
01/05/2006	18	68	72	73	77	71	71	77
01/05/2006	19	68	72	73	76	71	71	77
01/05/2006	21	67	72	73	76	71	71	77
01/05/2006	22	67	72	73	77	71	71	76
01/05/2006	23	67	72	73	77	71	72	76
01/06/2006	 0	67	72	73	77	70	71	76
01/06/2006	 1	67	72	73	77	70	72	76
01/06/2006	 2	67	72	73	77	70	72	76
01/06/2006	 3	67	72	73	77	70	72	76
01/06/2006	 4	67	72	73	77	70	72	76
01/06/2006	 5	67	72	73	77	70	72	76
01/06/2006	 6	67	72	73	77	70	72	76
01/06/2006	 7	67	72	73	77	70	72	76
01/06/2006	 8	67	72	73	77	70	72	76
01/06/2006	 9	67	72	73	77	70	72	76
01/06/2006	10	68	72	73	76	71	72	76
01/06/2006	11	68	71	73	76	71	72	76
01/06/2006	12	68	71	73	76	71	72	77
01/06/2006	11	68	72	73	76	71	72	77
01/06/2006	14	69	72	73	76	70	72	77
01/06/2006	15	69	72	73	76	71	72	75
01/06/2006	16	69	72	73	76	70	72	75
01/06/2006	16	68	72	73	76	72	72	77
01/06/2006	17	68	72	73	76	72	73	77
01/06/2006	18	68	72	73	76	73	72	77
01/06/2006	19	67	72	73	76	71	72	77
01/06/2006	20	67	72	73	76	69	71	77
01/06/2006	21	67	72	73	77	69	71	77
01/06/2006	22	67	72	73	77	69	71	77
01/06/2006	23	67	72	73	77	69	71	77
01/07/2006	 0	67	72	73	77	70	71	77
01/07/2006	 1	67	72	73	77	70	71	77
01/07/2006	 2	67	72	73	77	70	71	77
01/07/2006	 3	67	72	73	77	70	71	76
01/07/2006	 4	67	72	73	77	70	71	77
01/07/2006	 5	67	72	73	77	70	71	76
01/07/2006	 6	67	72	73	77	71	71	76
01/07/2006	 7	67	72	73	77	70	71	76
01/07/2006	 8	67	72	73	77	70	71	77
01/07/2006	 9	67	72	73	77	70	71	77
01/07/2006	11	67	72	73	77	70	71	78
01/07/2006	12	67	72	73	77	70	71	78
01/07/2006	13	67	72	73	77	70	71	78
01/07/2006	14	67	72	73	77	70	71	78
01/07/2006	15	67	72	73	76	70	71	77
01/07/2006	16	67	72	73	76	70	71	78
01/07/2006	17	67	72	74	76	71	71	77
01/07/2006	18	67	72	74	76	71	71	77
01/07/2006	19	67	72	74	77	71	71	77
01/07/2006	20	67	72	74	77	71	71	77
01/07/2006	21	66	72	74	77	72	71	77
01/07/2006	22	66	72	74	77	72	71	77
01/07/2006	23	67	72	74	77	72	71	77
01/08/2006	 0	67	72	74	77	72	71	77
01/08/2006	 2	67	72	74	77	72	71	76
01/08/2006	 3	67	72	74	77	72	71	76
01/08/2006	 5	67	72	74	77	72	71	76
01/08/2006	 6	67	72	74	77	72	71	77
01/08/2006	 7	67	72	74	77	72	71	76
01/08/2006	 8	67	72	74	77	72	71	77
01/08/2006	 9	67	72	74	77	72	71	77
01/08/2006	10	67	72	74	77	72	71	77
01/08/2006	11	67	72	74	78	72	71	77
01/08/2006	12	67	72	74	78	72	71	77
01/08/2006	13	67	72	74	78	72	71	77
01/08/2006	14	67	72	73	78	72	71	77
01/08/2006	15	67	72	74	78	72	71	77
01/08/2006	16	67	72	74	78	72	71	77
01/08/2006	17	67	72	73	77	72	71	77
01/08/2006	18	67	72	73	77	71	71	77
01/08/2006	19	67	72	74	77	71	71	77
01/08/2006	22	67	72	74	76	70	71	76
01/08/2006	23	67	72	73	76	70	71	76
01/09/2006	 0	67	72	73	76	70	71	76
01/09/2006	 1	67	72	73	76	71	71	76
01/09/2006	 2	67	72	73	76	71	71	76
01/09/2006	 3	67	72	73	76	70	71	76
01/09/2006	 4	67	72	73	76	70	71	76
01/09/2006	 5	66	72	74	76	70	71	76
01/09/2006	 6	66	72	73	76	70	71	76
01/09/2006	 7	66	72	73	76	70	71	76
01/09/2006	 8	67	72	73	76	70	71	76
01/09/2006	 9	67	72	73	76	71	72	76
01/09/2006	10	68	72	73	76	72	72	76
01/09/2006	10	69	73	73	75	72	72	75
01/09/2006	11	69	72	73	75	72	72	75
01/09/2006	12	69	71	72	75	72	73	74
01/09/2006	13	69	71	73	75	72	73	73
01/09/2006	14	69	71	73	75	73	73	74
01/09/2006	16	69	71	73	75	73	74	74
01/09/2006	17	68	71	72	75	73	74	75
01/09/2006	18	67	71	73	74	72	74	75
01/09/2006	19	67	71	73	74	72	72	75
01/09/2006	20	67	70	73	74	71	72	75
01/09/2006	21	67	70	73	74	71	71	75
01/09/2006	22	67	70	73	74	71	71	75
01/09/2006	23	67	70	73	74	71	71	75
01/10/2006	 0	67	70	73	74	71	71	75
01/10/2006	 1	67	69	73	74	71	71	75
01/10/2006	 2	67	69	73	74	71	71	75
01/10/2006	 3	67	69	73	74	71	71	75
01/10/2006	 4	67	69	73	74	71	71	75
01/10/2006	 5	67	69	73	74	71	71	75
01/10/2006	 6	67	69	74	74	71	71	76
01/10/2006	 7	67	69	73	74	72	71	75
01/10/2006	 8	67	69	74	74	73	72	76
01/10/2006	11	70	71	73	76	74	74	77
01/10/2006	12	70	72	74	76	74	74	78
01/10/2006	13	71	72	74	76	74	74	78
01/10/2006	14	71	75	74	76	74	74	78
01/10/2006	15	71	72	74	76	74	76	78
01/10/2006	16	71	72	74	76	74	76	78
01/10/2006	17	71	72	74	76	74	76	78
01/10/2006	18	71	72	74	76	74	76	77
01/10/2006	19	70	72	74	76	73	76	78
01/10/2006	20	70	74	74	76	73	75	78
01/10/2006	21	70	74	73	76	73	74	78
01/10/2006	22	70	74	73	76	73	73	78
01/10/2006	23	70	74	73	76	73	73	78
01/11/2006	 0	70	74	74	76	73	73	78
01/11/2006	 1	70	74	74	76	73	73	78
01/11/2006	 2	70	74	75	75	73	73	78
01/11/2006	 3	70	74	75	75	72	73	78
01/11/2006	 4	70	74	75	75	72	72	78
01/11/2006	 5	70	74	75	75	72	72	78
01/11/2006	 6	70	74	75	75	72	72	78
01/11/2006	 7	70	74	75	75	71	72	78
01/11/2006	 8	70	74	75	75	71	72	77
01/11/2006	 9	70	74	74	75	71	73	77
01/11/2006	10	71	74	73	75	72	73	78
01/11/2006	11	71	74	74	76	73	73	78
01/11/2006	12	71	77	74	76	74	74	77
01/11/2006	13	71	74	74	76	73	75	77
01/11/2006	14	71	74	74	76	73	75	77
01/11/2006	15	71	75	74	76	73	75	77
01/11/2006	16	71	75	73	76	73	75	78
01/11/2006	17	71	75	74	76	74	75	78
01/11/2006	18	70	74	74	76	75	75	78
01/11/2006	19	70	74	73	76	73	75	78
01/11/2006	20	70	74	73	76	73	74	78
01/11/2006	21	70	74	74	76	73	73	78
01/11/2006	22	69	74	74	76	73	73	78
01/11/2006	23	69	74	74	76	73	72	78
01/12/2006	 0	69	74	74	76	73	72	78
01/12/2006	 1	69	74	74	76	73	72	78
01/12/2006	 2	69	74	74	76	73	72	78
01/12/2006	 3	69	74	74	76	73	72	78
01/12/2006	 4	69	74	74	76	73	72	78
01/12/2006	 5	69	74	74	76	73	72	78
01/12/2006	 6	69	74	74	76	73	72	78
01/12/2006	 7	69	74	74	76	72	72	78
01/12/2006	 8	69	74	74	76	73	71	78
01/12/2006	 9	70	74	74	76	73	72	78
01/12/2006	10	71	74	74	76	73	72	79
01/12/2006	11	71	74	74	76	74	73	79
01/12/2006	12	71	74	74	76	75	74	79
01/12/2006	13	72	75	74	77	75	75	79
01/12/2006	14	72	75	75	77	75	75	79
01/12/2006	15	73	77	75	79	75	76	80
01/12/2006	16	73	76	75	79	75	77	80
01/12/2006	17	72	75	75	79	75	77	80
01/12/2006	18	71	75	74	78	76	76	80
01/12/2006	19	71	75	74	78	76	76	79
01/12/2006	20	71	75	74	79	76	76	79
01/12/2006	21	70	75	74	79	75	75	79
01/12/2006	22	70	75	74	78	76	74	79
01/12/2006	23	70	75	74	78	75	73	79
01/13/2006	 0	70	75	74	78	75	73	79
01/13/2006	 1	70	75	74	79	74	73	79
01/13/2006	 2	70	75	74	79	73	73	79
01/13/2006	 3	70	75	74	79	73	73	79
01/13/2006	 4	70	75	74	79	73	73	79
01/13/2006	 5	70	75	74	79	73	72	79
01/13/2006	 6	70	75	74	79	73	72	79
01/13/2006	 7	70	75	74	79	73	72	79
01/13/2006	 8	70	75	74	79	73	72	79
01/13/2006	 9	70	75	73	79	72	73	79
01/13/2006	10	70	75	73	78	73	73	79
01/13/2006	11	71	75	74	79	75	73	79
01/13/2006	12	71	75	74	79	75	73	79
01/13/2006	13	71	73	74	79	75	74	79
01/13/2006	14	71	73	74	79	76	75	79
01/13/2006	15	72	73	74	79	76	75	79
01/13/2006	16	72	73	74	79	76	75	79
01/13/2006	17	72	73	74	79	75	76	79
01/13/2006	18	72	73	74	79	75	76	79
01/13/2006	19	71	73	74	79	76	76	79
01/13/2006	20	71	72	74	78	76	75	79
01/13/2006	21	70	72	74	78	76	74	79
01/13/2006	22	70	72	74	78	76	73	79
01/13/2006	23	70	73	74	79	74	73	79
01/14/2006	 0	70	74	74	79	74	73	79
01/14/2006	 1	70	74	74	79	74	73	79
01/14/2006	 2	70	74	74	79	74	73	79
01/14/2006	 3	70	74	74	79	74	73	79
01/14/2006	 4	70	74	74	79	74	73	79
01/14/2006	 5	70	74	74	79	74	73	79
01/14/2006	 6	70	74	74	79	74	73	79
01/14/2006	 7	70	74	74	79	74	73	79
01/14/2006	 8	70	74	74	79	74	73	79
01/14/2006	 9	70	74	74	79	74	73	79
01/14/2006	10	70	74	74	79	74	73	79
01/14/2006	11	70	75	74	79	76	73	79
01/14/2006	12	70	74	74	79	76	73	79
01/14/2006	13	71	75	74	79	75	73	79
01/14/2006	14	71	75	74	79	75	73	79
01/14/2006	15	71	75	74	79	76	73	79
01/14/2006	16	71	75	74	79	76	73	79
01/14/2006	17	70	75	74	79	76	73	79
01/14/2006	22	70	75	73	79	75	73	77
01/14/2006	23	70	75	74	79	73	73	77
01/15/2006	 0	70	75	74	79	73	73	77
01/15/2006	 1	70	75	74	79	72	73	77
01/15/2006	 2	70	75	74	79	72	73	77
01/15/2006	 3	70	75	74	79	72	73	77
01/15/2006	 4	70	75	74	79	72	73	77
01/15/2006	 5	70	75	74	79	72	73	77
01/15/2006	 6	70	75	74	79	72	73	77
01/15/2006	 7	70	75	74	79	72	73	77
01/15/2006	 8	70	75	74	79	72	73	77
01/15/2006	 9	71	75	74	79	72	73	77
01/15/2006	13	71	75	74	79	72	74	77
01/15/2006	14	71	75	74	79	73	74	77
01/15/2006	15	71	75	74	79	73	74	77
01/15/2006	16	71	75	74	79	73	73	77
01/15/2006	17	71	75	74	79	73	73	77
01/15/2006	18	71	75	74	79	73	73	77
01/15/2006	19	71	75	74	78	73	73	77
01/15/2006	20	71	75	74	78	73	73	77
01/15/2006	21	71	75	74	78	73	73	77
01/15/2006	22	70	75	74	78	73	73	77
01/15/2006	23	71	75	74	79	73	73	77
01/16/2006	 0	70	75	74	79	72	73	77
01/16/2006	 1	70	75	74	79	72	73	77
01/16/2006	 2	70	75	74	79	72	73	77
01/16/2006	 3	70	75	74	79	72	73	77
01/16/2006	 4	70	75	74	79	72	73	76
01/16/2006	 5	70	75	74	79	72	73	77
01/16/2006	 6	71	75	74	79	72	73	77
01/16/2006	 7	71	75	74	79	72	73	77
01/16/2006	 8	71	75	74	79	72	73	77
01/16/2006	 9	71	75	74	79	72	73	77
01/16/2006	10	71	75	74	79	73	73	76
01/16/2006	11	71	75	73	79	73	73	76
01/16/2006	12	71	75	74	79	74	74	77
01/16/2006	13	71	75	74	79	74	75	77
01/16/2006	14	72	75	74	79	74	75	77
01/16/2006	15	72	75	74	79	74	75	77
01/16/2006	16	72	75	74	79	74	75	77
01/16/2006	17	72	75	74	79	74	75	77
01/16/2006	18	71	75	74	79	74	74	77
01/16/2006	19	71	75	74	79	74	73	77
01/16/2006	20	71	75	74	79	73	73	77
01/16/2006	21	71	75	74	79	73	73	77
01/16/2006	22	71	75	73	79	73	72	77
01/16/2006	23	71	75	73	79	73	72	77
01/17/2006	 0	71	75	73	79	73	72	77
01/17/2006	 1	71	75	73	79	74	72	77
01/17/2006	 2	71	75	73	79	74	72	77
01/17/2006	 3	71	75	73	79	74	72	77
01/17/2006	 4	70	75	73	79	74	72	77
01/17/2006	 5	70	75	73	79	73	72	77
01/17/2006	 6	70	75	73	79	73	72	77
01/17/2006	 7	70	75	73	79	73	72	77
01/17/2006	 8	70	75	73	79	73	72	77
01/17/2006	 9	71	75	73	78	73	72	77
01/17/2006	10	71	75	73	79	73	72	77
01/17/2006	11	72	75	73	78	72	73	77
01/17/2006	12	71	75	73	78	72	73	77
01/17/2006	13	71	75	73	78	71	73	77
01/17/2006	14	71	75	73	78	71	73	76
01/17/2006	15	71	76	73	78	71	73	77
01/17/2006	16	71	75	73	78	71	73	76
01/17/2006	17	71	75	73	78	71	74	76
01/17/2006	18	71	75	73	78	72	74	76
01/17/2006	19	70	75	73	78	72	73	76
01/17/2006	20	70	75	73	78	72	72	76
01/17/2006	21	70	75	73	78	72	72	76
01/17/2006	22	69	75	73	78	72	71	76
01/17/2006	23	69	75	73	78	72	72	76
01/18/2006	 0	69	74	73	78	72	72	76
01/18/2006	 1	69	74	73	78	72	71	76
01/18/2006	 2	69	74	73	78	72	71	76
01/18/2006	 3	69	74	73	78	72	71	76
01/18/2006	 4	69	74	73	78	72	71	76
01/18/2006	 6	69	75	73	78	72	71	76
01/18/2006	 7	69	75	73	78	73	71	76
01/18/2006	 8	70	75	73	78	73	71	76
01/18/2006	 9	71	74	73	78	72	71	76
01/18/2006	10	71	74	73	78	71	71	76
